hhid,pid,wave,year,p_age,p_econstat,p_edu,p_employ_type,p_firm_size,p_hours,p_ind2000,p_ind2007,p_ind2017,p_job_begin,p_job_status,p_jobfam2000,p_jobfam2007,p_jobfam2017,p_jobtype,p_married,p_region,p_rel,p_religion,p_sample09,p_sample18,p_sample98,p_sex,p_wage,p_weight09_c,p_weight09_l,p_weight18_c,p_weight18_l,p_weight98_c,p_weight98_l
4337,433702,23,2020,58,1,3,1,3,40,802,852,852,2010m3,2,421,441,441,1,2,13,20,3,1,1,1,2,220,3137.1965,2873.6287,1756.8002,1731.0277,1810.8218,1810.9084
8798,433704,23,2020,34,1,6,1,,40,801,851,851,2013m1,1,315,313,313,1,2,13,20,3,2,1,2,2,330,880.091,1830.7047,559.06665,527.0481,396.11591,792.26978
9666,433705,23,2020,26,1,6,1,,40,801,851,851,2018m3,1,153,252,252,1,1,8,10,3,2,1,2,2,260,2932.8091,2611.8147,2102.2524,1801.1241,2083.0186,2083.1184
9667,433706,23,2020,26,1,6,1,,40,801,851,851,2018m3,1,153,252,252,1,1,8,10,3,2,1,2,2,245,4214.5591,3753.2776,2998.252,2568.78,1810.8218,1810.9084
4338,433801,23,2020,85,3,1,,,,,,,,,,,,,3,13,10,1,1,1,1,2,,2007.5364,2166.8701,1244.5123,1304.3318,2308.824,2308.9346
4339,433901,23,2020,60,1,3,2,1,40,902,381,381,2002m7,4,816,882,882,2,2,13,10,1,1,1,1,1,1500,4623.6406,5383.7061,2462.0566,2338.8992,2120.6716,2160.7083
4339,433902,23,2020,52,3,3,,,,,,,,,,,,,2,13,20,1,1,1,1,2,,3787.5894,3383.2222,2114.1426,2348.052,2120.6716,2080.8381
5323,433903,23,2020,90,3,1,,,,,,,,,,,,,3,13,10,1,1,1,2,2,,6267.625,6765.0723,3909.5713,4097.4907,4045.9849,4046.1787
4341,434101,23,2020,68,3,3,,,,,,,,,,,,,3,13,10,1,3,1,1,1,,,,2248.5183,2110.6956,1755.2325,1755.3167
4344,434401,23,2020,62,1,3,1,5,52,602,492,492,2005m8,2,842,873,875,1,2,13,10,1,1,1,1,1,250,5512.2119,8174.8662,3123.9749,3071.1492,1973.3969,2124.5842
4344,434402,23,2020,58,1,3,1,,20,862,872,872,2020m10,2,411,421,421,1,2,13,20,4,1,1,1,2,60,4515.4878,4896.2168,2682.5251,2382.7593,1973.3969,1776.3103
4344,434403,23,2020,33,1,4,1,5,40,639,529,529,2017m9,1,322,392,392,1,1,13,11,1,1,1,1,1,250,4507.1694,2149.3086,3043.2051,3268.719,1973.3969,2019.5793
9322,434404,23,2020,32,1,6,1,,40,762,842,842,2015m9,1,313,311,311,1,2,13,10,4,2,1,2,2,250,1659.9075,1726.4126,493.41605,1018.714,1111.5823,2223.271
4345,434501,23,2020,61,1,6,1,1,48,702,682,682,2018m1,1,262,274,274,1,2,13,10,2,1,1,1,1,150,4482.2881,2789.9404,2550.2585,2216.2422,2915.749,2887.7673
4345,434502,23,2020,60,1,6,1,,40,851,863,863,2010m7,1,23,133,133,1,2,13,20,3,1,1,1,2,550,3884.8281,4303.8774,2322.8787,1839.802,2915.749,2887.7673
4345,434503,23,2020,28,1,6,1,1,48,931,961,961,2015m3,1,412,422,422,1,1,13,11,1,1,1,1,2,350,4173.6099,4415.5542,2612.2681,2924.2688,2915.749,2887.7673
4345,434504,23,2020,26,1,6,1,3,40,851,861,861,2019m3,1,143,243,243,1,1,13,12,1,1,1,1,2,350,4173.6099,3048.5537,2612.2681,2193.8767,2915.749,3000.2527
4346,434601,23,2020,68,3,2,,,,,,,,,,,,,3,13,10,2,1,1,1,2,,4652.1846,4735.249,2884.5972,3081.9995,2509.5325,2509.6526
8799,434602,23,2020,35,1,3,1,1,28,552,562,562,2020m2,2,422,442,442,1,3,13,10,1,2,1,2,2,60,4798.6792,4990.9414,2905.9541,2999.8376,2300.0115,2300.1216
4347,434701,23,2020,72,3,6,,,,,,,,,,,,,2,13,10,3,1,1,1,1,,7009.9067,7154.2588,4408.0518,4478.3086,5274.7998,8435.2783
4347,434703,23,2020,67,3,5,,,,,,,,,,,,,2,13,20,3,1,1,1,2,,7259.2656,6813.937,4509.8271,4693.8726,5274.7998,2114.8264
7214,434704,23,2020,41,1,5,1,6,40,517,467,467,2006m12,1,816,881,881,1,2,13,10,1,1,1,2,1,650,1420.8856,983.5152,1202.7687,1171.4135,32.978786,65.960732
7210,434705,23,2020,40,1,6,1,6,40,761,841,841,2007m4,1,161,262,262,1,2,13,10,1,1,1,2,1,510,2822.8303,5273.4473,2440.4211,2311.3198,65.292015,130.59029
4348,434801,23,2020,48,3,3,,,,,,,,,,,,,2,13,10,1,1,1,1,2,,1326.2377,860.96045,871.83893,833.19421,1027.3318,2053.5662
4348,434802,23,2020,50,1,6,1,2,40,612,502,502,2012m2,1,316,312,312,1,2,13,20,1,1,1,1,1,500,1731.658,2541.2844,1172.1066,1364.9292,1027.3318,0
4348,434803,23,2020,19,3,4,,,,,,,,,,,,,1,13,11,1,1,1,1,1,,1094.295,748.45416,797.49036,782.3288,1027.3318,1028.5769
4349,434901,23,2020,52,1,3,2,,48,462,422,422,2000m5,4,713,792,792,2,2,13,10,1,1,1,1,1,180,2562.3201,2394.1138,1436.4364,1481.75,1256.4031,1419.3649
4349,434902,23,2020,82,3,2,,,,,,,,,,,,,3,13,6,1,1,1,1,2,,1724.2251,3519.4966,1058.3373,1046.328,1256.4031,2350.0249
4349,434903,23,2020,47,3,3,,,,,,,,,,,,,2,13,20,1,1,1,1,2,,1962.4231,0,1068.4534,1129.5337,1256.4031,0
4350,435001,23,2020,72,1,3,2,,50,602,492,492,1989m3,4,842,873,875,2,2,13,10,1,1,1,1,1,100,3981.1182,2678.5271,2482.438,2476.3108,1544.3936,1631.8121
4350,435002,23,2020,66,1,3,1,2,33,702,682,682,2019m9,2,911,941,941,1,2,13,20,4,1,1,1,2,150,4122.7363,5411.0698,2539.7539,2693.8354,1544.3936,1457.1229
6917,435003,23,2020,45,1,6,2,,8,809,855,855,2019m11,4,252,254,254,2,2,8,10,4,1,1,2,2,200,1548.2981,3119.2493,940.30182,877.38885,204.77414,409.5679
6494,435004,23,2020,42,1,6,1,6,45,651,641,641,2002m6,1,315,320,320,1,2,1,10,4,1,1,2,1,350,2368.8352,1824.3243,1312.3491,1348.4116,26.221821,52.446156
4352,435201,23,2020,59,1,3,2,1,44,528,479,479,2003m5,4,30,151,151,2,2,13,10,2,1,1,1,1,1000,7455.3765,7767.8442,4691.4961,4831.6475,2393.0315,2669.0486
4352,435202,23,2020,56,1,3,3,1,44,528,479,479,2003m5,5,316,312,312,2,2,13,20,2,1,1,1,2,,5255.9243,5019.437,3289.3438,3304.5261,2393.0315,2113.2102
9323,435203,23,2020,31,3,6,,,,,,,,,,,,,2,12,20,3,2,1,2,2,,467.87289,963.00568,390.55334,807.25092,1223.0983,2446.3137
4352,435204,23,2020,29,3,5,,,,,,,,,,,,,1,13,12,1,1,1,1,1,,5772.1572,6329.77,3421.8284,3396.7651,2393.0315,2397.1799
5817,435303,23,2020,47,1,5,1,6,40,241,201,201,2008m4,1,316,312,312,1,2,13,10,3,1,1,2,1,700,5204.5073,4809.2183,4050.0369,4116.4917,101.32987,149.64932
4354,435401,23,2020,60,1,2,2,1,70,552,561,561,2014m10,4,421,441,441,2,3,13,10,4,1,1,1,2,500,6537.8745,6654.6074,3004.2197,3209.8083,2503.0273,2503.1472
5796,435402,23,2020,42,1,4,1,,40,763,843,843,1998m5,1,980,980,980,1,2,9,10,1,1,1,2,1,315,3899.9902,1828.3904,1788.4073,1436.3962,4138.1646,7629.6543
9504,435403,23,2020,39,2,3,,,,,,,,,,,,,3,13,10,1,2,1,2,2,,937.87738,975.45398,559.63715,577.71753,2394.2417,2394.3564
6920,435404,23,2020,37,1,3,1,,21,883,911,911,2019m3,2,911,941,941,1,2,13,20,1,1,1,2,2,100,2895.0142,2565.3518,1864.3977,1562.7074,1556.1151,4668.5688
5237,435501,23,2020,45,1,3,1,1,44,851,861,861,2005m3,1,241,246,246,1,1,13,10,2,3,1,2,2,250,,,1894.6836,2142.7451,2175.3389,2175.4431
4355,435502,23,2020,75,1,2,2,,48,939,969,969,1980m10,4,416,429,429,2,3,13,10,2,1,1,1,2,50,1452.1171,1567.3684,986.34186,1033.752,1770.9349,1771.0198
5083,435503,23,2020,52,1,2,1,1,42,154,107,107,2009m6,3,930,930,930,1,2,13,20,2,1,1,2,2,100,1258.75,1579.2493,734.01935,687.13672,1435.1865,2362.6213
7176,435504,23,2020,49,1,3,1,1,40,552,561,561,2020m1,2,421,441,441,1,2,13,20,2,1,1,2,2,230,2498.7686,2479.1255,1502.994,1477.5276,30.516607,45.777103
5065,435505,23,2020,43,1,3,1,1,40,552,561,561,2020m3,1,421,441,441,1,3,13,10,2,1,1,2,2,200,4515.4224,4654.8882,2639.6523,2985.2493,103.51156,103.51652
5448,435506,23,2020,41,1,3,1,1,40,552,561,561,2019m11,1,421,441,441,1,2,13,20,2,1,1,2,2,250,0,0,2140.6895,1926.5797,1.4988745,4.496839
5448,435508,23,2020,42,1,3,1,1,48,51,31,31,2018m3,1,236,237,238,1,2,13,10,2,1,1,2,1,350,0,0,2475.4529,2749.6504,1.4988745,0
8550,435601,23,2020,51,2,6,,,,,,,,,,,,,3,2,10,1,2,1,2,1,,6308.7744,6303.8315,4061.7402,4231.5249,6716.8501,6717.1719
4356,435602,23,2020,51,1,6,1,1,40,862,872,872,2007m3,1,271,247,247,1,3,2,10,3,1,1,1,2,210,11188.345,8370.2852,7187.3691,7159.1641,5284.3291,3471.1191
4356,435603,23,2020,23,3,5,,,,,,,,,,,,,1,2,11,3,1,1,1,1,,13023.633,11640.206,7953.0068,6738.2852,5284.3291,7115.6519
4356,435604,23,2020,21,1,4,1,1,20,889,912,912,2019m8,2,415,432,432,1,1,2,12,3,1,1,1,2,72,9424.5928,10358.902,7493.5229,7371.353,5284.3291,5266.9761
4357,435701,23,2020,52,1,3,1,6,40,241,201,201,1991m4,1,815,831,831,1,2,13,10,1,1,1,1,1,900,9351.3496,7583.021,7113.4736,7524.4106,4198.7119,4167.248
4357,435702,23,2020,50,1,3,2,,40,713,692,762,2019m10,4,915,,,2,2,13,20,1,1,1,1,2,150,6592.5557,7309.7021,4987.4624,5377.8618,4198.7119,2534.5808
4357,435703,23,2020,23,3,4,,,,,,,,,,,,,1,13,11,1,1,1,1,1,,7240.0718,9842.5498,5188.3423,5102.4917,4198.7119,4167.248
4357,435705,23,2020,17,3,2,,,,,,,,,,,,,1,13,13,1,1,1,1,1,,5909.4438,5889.4497,4839.9414,4880.752,4198.7119,5926.5757
4359,435901,23,2020,57,1,3,1,2,40,461,421,421,2008m4,3,712,772,782,1,2,13,10,1,1,1,1,1,500,7086.3047,8077.8184,3984.2112,3514.7979,2577.918,2515.5833
4359,435902,23,2020,52,1,3,1,6,40,517,467,467,2015m10,1,512,521,521,1,2,13,20,1,1,1,1,2,200,4995.7339,4528.5508,2793.4458,2360.406,2577.918,2153.4648
4359,435903,23,2020,26,1,6,1,,40,761,841,841,2019m3,2,915,,,1,1,13,11,1,1,1,1,1,180,5486.4116,1625.9033,2905.9573,2598.6841,2577.918,2821.5588
4359,435904,23,2020,25,3,6,,,,,,,,,,,,,1,13,12,1,1,1,1,2,,5678.4868,7278.3511,3332.2495,3919.1143,2577.918,2821.5588
4361,436102,23,2020,80,3,2,,,,,,,,,,,,,3,13,10,3,1,1,1,2,,7676.5464,2099.0173,5673.9141,4192.9785,1806.2756,1766.2032
4361,436103,23,2020,47,1,5,1,,8,761,841,841,2020m1,2,914,941,941,1,1,13,11,3,1,1,1,1,48,8579.2217,13997.145,6623.9224,7309.2061,1806.2756,1846.5211
4363,436301,23,2020,82,3,3,,,,,,,,,,,,,2,13,10,2,1,1,1,1,,3286.9124,4667.1816,1889.2097,1972.2206,2088.1873,2067.8196
4363,436302,23,2020,76,3,2,,,,,,,,,,,,,2,13,20,2,1,1,1,2,,3070.8345,1658.8152,1914.8164,1898.2269,2088.1873,2108.7549
5077,436303,23,2020,48,1,6,1,6,40,241,201,201,1996m3,1,237,236,236,1,2,13,10,2,1,1,2,1,870,4611.1543,4628.5532,3659.2256,3906.6782,3.3284633,3.0060441
4364,436401,23,2020,61,1,2,1,3,40,452,411,411,2014m8,3,712,772,782,1,2,13,10,1,1,1,1,1,450,799.25433,1088.3569,484.81241,488.02155,235.78647,471.59552
9146,436402,23,2020,35,1,3,1,,40,289,259,259,2019m1,1,721,743,743,1,1,15,10,1,2,1,2,1,400,5428.2632,4749.7603,4671.0215,4272.875,1214.9078,1214.9661
4364,436404,23,2020,80,1,1,2,,28,11,11,11,1960m1,4,611,611,611,2,3,13,6,2,1,1,1,2,30,624.9494,376.07156,437.4715,425.32733,235.78647,0
4365,436501,23,2020,70,3,2,,,,,,,,,,,,,3,13,10,10,1,1,1,1,,12994.416,12304.564,8374.0986,8293.1553,3095.9099,3096.0583
9048,436503,23,2020,40,3,6,,,,,,,,,,,,,2,6,20,1,2,1,2,2,,7738.3687,8245.8877,2023.8037,2188.624,1236.5686,1236.6278
4366,436601,23,2020,82,1,2,2,,60,528,479,479,1968m3,4,513,530,532,2,2,13,10,1,1,1,1,1,200,3559.811,4587.2646,2061.9807,2139.76,1366.2811,1328.2175
4366,436602,23,2020,70,1,2,3,,60,528,479,479,1980m6,5,513,530,532,2,2,13,20,2,1,1,1,2,,3325.793,2294.3108,2089.9292,2085.5769,1366.2811,1404.4756
8143,436605,23,2020,37,1,5,2,,40,524,474,474,2012m4,4,512,521,521,2,2,13,10,1,2,1,2,1,800,2081.5623,3982.7361,1829.6328,1831.7246,28.194662,56.392025
4368,436801,23,2020,57,3,3,,,,,,,,,,,,,2,13,10,3,1,1,1,2,,6353.5557,4443.5703,4310.8555,3903.0369,8088.2578,1727.7343
4368,436802,23,2020,31,3,6,,,,,,,,,,,,,1,13,11,3,1,1,1,2,,6800.9326,4979.5029,4083.9219,4440.5742,8088.2578,24509.656
10011,436803,23,2020,29,1,6,1,2,48,861,871,871,2020m3,1,271,247,247,1,1,13,10,3,2,2,2,2,240,5161.5586,4098.625,8408.667,7061.9009,6116.8975,6117.1904
4368,436804,23,2020,26,3,6,,,,,,,,,,,,,1,13,13,1,1,1,1,1,,6977.5972,21853.436,4484.4834,4593.0093,8088.2578,6117.1904
4368,436805,23,2020,60,3,3,,,,,,,,,,,,,2,13,20,1,1,1,1,1,,7756.0044,0,5020.2715,5295.6343,8088.2578,0
4369,436901,23,2020,65,1,5,2,2,40,513,463,463,2000m10,4,511,521,521,2,2,13,10,1,1,1,1,1,1000,7668.1855,7230.7373,6951.5879,6525.4907,2487.2813,3093.4504
4369,436902,23,2020,61,3,3,,,,,,,,,,,,,2,13,20,1,1,1,1,2,,6646.0664,6772.2808,6331.7871,6765.0923,2487.2813,1881.3502
8144,436903,23,2020,36,1,6,1,2,40,513,463,463,2015m12,1,262,510,510,1,2,13,10,1,2,1,2,1,250,7713.646,10025.298,6721.8418,6813.5732,10947.385,21895.818
9324,436904,23,2020,34,1,6,2,1,60,523,478,478,2016m10,4,142,242,242,2,2,13,10,1,2,1,2,1,850,2848.5232,5450.1929,2674.2849,2682.2549,304.33151,608.6922
10012,436905,23,2020,24,1,6,1,2,45,851,862,862,2020m1,1,144,245,245,1,1,6,10,1,2,2,2,1,270,16273.587,14519.6,9298.5791,7643.292,3306.2649,3306.4231
8144,436906,23,2020,35,1,6,1,1,40,931,961,961,2016m9,1,412,422,422,1,2,13,20,1,2,1,2,2,200,8272.0313,5518.6909,5613.2559,5231.8389,10947.385,0
4370,437001,23,2020,49,1,3,2,,30,528,479,479,2019m7,4,521,530,531,2,2,13,10,1,1,1,1,1,100,4486.5024,5206.9512,3459.4563,3597.7458,3399.9504,3292.1401
4370,437002,23,2020,48,1,5,1,1,44,523,478,478,2008m5,1,317,314,314,1,2,13,20,1,1,1,1,2,168,4569.0356,6519.5371,2991.6228,3147.5491,3399.9504,3616.0596
4370,437004,23,2020,25,1,3,1,2,40,281,251,251,2020m3,1,721,771,781,1,1,13,12,1,1,1,1,1,230,4618.8501,2003.4521,2933.4895,2507.6121,3399.9504,3292.1401
4373,437301,23,2020,81,3,4,,,,,,,,,,,,,2,4,10,1,1,1,1,1,,2595.5681,1260.1262,1272.006,788.06403,2663.8069,2241.7153
4373,437302,23,2020,81,3,3,,,,,,,,,,,,,2,4,20,3,1,1,1,2,,2800.2891,2156.6541,1268.4463,855.48102,2663.8069,2241.7153
6405,437304,23,2020,48,1,6,1,,40,761,841,841,2016m11,1,313,311,311,1,2,11,10,1,1,1,2,1,195,2582.3979,2800.2373,2095.9412,2116.0701,1.2197577,3.6594481
4373,437305,23,2020,19,1,3,1,2,20,712,693,763,2020m5,1,314,522,522,1,1,4,111,1,1,1,1,1,70,6166.9419,8613.457,1775.2623,2737.6526,2663.8069,3508.3726
4374,437402,23,2020,59,1,3,1,,40,731,701,701,1991m1,1,315,313,313,1,2,13,20,1,1,1,1,2,450,3611.0852,4207.9067,2228.5017,2505.1479,1943.045,1943.1382
9837,437404,23,2020,26,1,6,1,1,40,871,591,591,2018m7,2,184,283,283,1,1,1,10,1,2,2,2,2,450,8255.0527,6942.7363,4181.731,3540.2195,11961.124,11961.697
4375,437502,23,2020,62,1,3,1,6,40,660,651,651,2020m5,2,513,510,510,1,3,13,10,3,1,1,1,2,100,0,0,1266.5642,1353.2393,0,0
4376,437601,23,2020,69,1,2,2,,60,202,162,162,1973m3,4,752,730,730,2,3,13,10,4,1,1,1,1,700,10820.849,10214.95,5892.1958,5531.0342,2444.4702,2444.5872
8800,437603,23,2020,37,1,6,1,5,40,314,282,282,2020m5,1,262,274,274,1,1,8,10,4,2,1,2,1,380,6550.2485,5348.9067,5606.0874,5150.3364,1525.2715,1525.3445
4377,437704,23,2020,60,1,3,1,3,38,862,872,872,2019m10,1,411,421,421,1,3,13,10,3,1,1,1,1,150,7950.7861,7505.5923,4032.6575,3785.4758,0,0
8001,437801,23,2020,61,1,2,1,,24,452,411,411,2015m10,3,721,743,743,1,3,13,10,1,3,1,2,1,120,,,2153.3257,2021.3378,2775.3606,2775.4937
4378,437802,23,2020,62,1,2,1,6,52,851,861,861,2013m3,1,421,441,441,1,3,13,10,1,1,1,1,2,200,4578.5068,4660.2554,2877.3335,3074.2388,2073.8843,2073.9836
7211,437803,23,2020,37,1,6,1,2,40,743,721,721,2020m5,1,732,753,753,1,1,13,10,1,1,1,2,1,290,2991.1494,2861.5425,2202.2593,2034.7045,2046.3998,2046.4978
9147,437804,23,2020,36,1,5,2,,70,603,493,493,2018m12,4,842,873,873,2,2,13,10,1,2,1,2,1,1700,1716.7454,3284.7173,1552.408,1584.6138,239.14861,478.32013
4379,437901,23,2020,55,1,3,1,1,40,452,411,411,2017m3,3,712,772,782,1,2,13,10,1,1,1,1,1,306,9386.2471,10751.215,4987.9014,5147.293,2622.6289,2843.1743
4379,437902,23,2020,52,1,3,3,,30,11,11,11,2018m9,5,612,611,611,2,2,13,20,1,1,1,1,2,,6617.1577,4939.6699,3497.1621,3450.2893,2622.6289,2402.335
9505,437903,23,2020,29,1,6,1,1,40,552,562,562,2017m11,1,421,441,441,1,1,4,10,1,2,1,2,2,180,7479.9507,6790.4443,4944.9355,4232.959,6975.2437,6975.5776
9506,437904,23,2020,27,1,4,2,1,40,603,493,493,2017m9,4,842,873,873,2,1,13,10,1,2,1,2,1,500,3793.1494,4406.7651,3121.4807,3141.8628,3026.9893,3027.134
4380,438001,23,2020,71,1,2,1,,9,862,872,872,2019m2,2,911,952,952,1,3,13,10,2,1,1,1,2,27,2038.0221,2199.7754,1350.6844,1415.6072,1826.0261,1826.1136
5327,438003,23,2020,45,1,6,1,6,40,153,106,106,1993m4,1,23,141,141,1,2,13,10,1,1,1,2,1,790,3249.9185,4041.9106,2740.2922,2760.2329,12012.479,13283.845
4381,438101,23,2020,99,3,2,,,,,,,,,,,,,3,13,10,1,1,1,1,2,,10207.864,11018.04,6456.1309,6766.4551,1325.5093,1325.5728
4382,438201,23,2020,77,1,2,2,1,40,292,292,292,1994m3,4,821,851,851,2,2,13,10,1,1,1,1,1,300,1704.6276,1710.408,1089.0404,1086.5906,1293.4901,1205.5803
4382,438202,23,2020,74,3,2,,,,,,,,,,,,,2,13,20,1,1,1,1,2,,1592.5673,1616.4366,1103.8015,1148.1941,1293.4901,1381.5238
8551,438203,23,2020,47,1,3,3,,60,552,561,561,2017m2,5,421,441,441,2,2,13,10,1,2,1,2,1,,5885.4863,5161.7261,4760.8853,5206.7773,3728.9358,2662.4771
8551,438204,23,2020,46,1,4,2,,60,552,561,561,2017m2,4,422,442,442,2,2,13,20,1,2,1,2,2,500,5993.7554,6613.9531,4117.0557,4052.8074,3728.9358,3889.2803
7744,438205,23,2020,36,3,3,,,,,,,,,,,,,3,13,10,1,1,1,2,2,,4118.9897,4284.0195,2367.6687,2444.1619,95.818962,95.823547
8551,438209,23,2020,16,3,2,,,,,,,,,,,,,1,13,12,1,2,1,2,2,,4522.1982,4646.8579,3313.3916,3535.2671,3728.9358,3774.3337
4384,438401,23,2020,77,3,4,,,,,,,,,,,,,2,13,10,1,1,1,1,1,,3179.7405,2510.5583,2061.5369,2080.1235,5996.0415,6392.4028
4384,438402,23,2020,68,3,6,,,,,,,,,,,,,2,13,20,1,1,1,1,2,,3292.8516,3908.6416,2109.1348,2210.9597,5996.0415,5600.2549
5435,438403,23,2020,44,1,6,1,,40,801,851,851,2011m3,1,153,252,252,1,3,13,10,3,1,1,2,2,303,3214.9758,3791.4434,1834.6804,1937.3523,2050.833,1817.8643
5757,438603,23,2020,46,1,6,1,4,40,701,681,681,2007m11,1,262,274,274,1,2,19,10,1,1,3,2,1,380,2889.8079,2941.2246,,,14.728687,44.188179
5757,438607,23,2020,46,1,6,1,1,40,701,681,681,2018m11,1,315,313,313,1,2,19,20,1,1,3,2,2,200,2673.9949,3109.05,,,14.728687,0
4387,438701,23,2020,67,1,6,1,3,40,743,721,721,2008m5,1,131,231,231,1,2,13,10,10,1,1,1,1,300,10904.564,15023.761,6431.4517,6238.9556,4453.8696,4924.7842
4387,438702,23,2020,61,3,6,,,,,,,,,,,,,2,13,20,10,1,1,1,2,,9451.0566,7370.8755,5858.0264,5176.875,4453.8696,2317.9768
4387,438703,23,2020,34,1,4,1,3,40,452,411,411,2014m4,1,316,312,312,1,1,13,11,10,1,1,1,1,300,8916.333,6604.8564,6265.168,6595.7959,4453.8696,6119.4873
8801,438704,23,2020,32,3,5,,,,,,,,,,,,,2,8,20,1,2,1,2,2,,1369.5134,2893.2454,814.42273,805.1748,210.71378,421.44772
4388,438801,23,2020,67,3,6,,,,,,,,,,,,,2,1,10,3,1,1,1,1,,4368.9355,3900.3977,2058.1868,2208.5959,2720.9456,2721.0759
4388,438802,23,2020,62,1,6,1,,30,939,969,969,2015m5,2,411,951,421,1,2,1,20,3,1,1,1,2,50,4270.2358,6009.0913,1957.4038,2070.8525,2720.9456,2721.0759
4390,439001,23,2020,75,3,2,,,,,,,,,,,,,2,6,10,1,1,1,1,1,,266.19495,359.91995,152.00894,158.28,1240.7595,2481.6379
5316,439003,23,2020,53,1,6,1,1,15,523,478,478,2020m6,1,142,242,242,1,3,1,10,3,1,1,2,2,160,5370.2183,5289.4067,3990.752,3726.189,10538.89,3810.6172
8967,439004,23,2020,29,1,6,1,6,40,528,479,479,2018m8,1,120,222,222,1,2,8,10,3,2,1,2,2,520,2046.512,3645.0444,1581.5313,1339.7332,1381.8824,2763.8972
5316,439005,23,2020,25,3,4,,,,,,,,,,,,,1,1,12,1,1,1,2,1,,7404.3096,4235.4468,5754.4434,4189.4043,10538.89,8043.6157
5316,439006,23,2020,23,3,6,,,,,,,,,,,,,1,1,13,3,1,1,2,2,,7342.6709,8010.4502,5350.8286,4999.6523,10538.89,15578.511
5316,439007,23,2020,21,3,4,,,,,,,,,,,,,1,1,14,1,1,1,2,2,,7342.6709,7119.4663,5350.8286,5542.2891,10538.89,14724.835
4390,439008,23,2020,73,3,2,,,,,,,,,,,,,2,6,20,1,1,1,1,2,,292.85455,319.5325,163.18704,183.66557,1240.7595,0
4391,439102,23,2020,77,1,1,2,,14,12,12,12,2019m9,4,615,613,613,2,3,13,10,2,1,1,1,2,30,1711.5179,1847.3573,1161.8385,1217.6841,2937.3069,2937.4475
4392,439202,23,2020,80,3,2,,,,,,,,,,,,,3,6,10,1,1,1,1,1,,3280.3354,3993.4026,1823.2401,1952.4369,4239.1606,4239.3638
5436,439203,23,2020,46,1,5,1,3,40,291,291,291,1999m6,1,831,854,854,1,2,8,10,1,1,1,2,1,430,3721.0173,7369.7104,1897.3037,1798.5255,566.20947,1132.4733
4393,439303,23,2020,67,1,2,2,,48,939,969,969,2014m6,4,416,429,429,2,3,13,10,2,1,1,1,2,50,5892.4771,5997.6865,3639.7119,3888.7891,2616.5864,2616.7117
4394,439401,23,2020,90,3,2,,,,,,,,,,,,,3,13,10,1,1,1,1,2,,5197.6567,5610.1831,3221.3665,3376.2065,2679.749,2679.8774
4395,439501,23,2020,95,3,1,,,,,,,,,,,,,3,13,10,3,1,1,1,2,,26923.65,29060.521,16752.791,17558.041,4939.022,4939.2588
8002,439502,23,2020,34,1,4,1,3,40,332,272,272,2015m7,1,316,312,312,1,1,8,10,1,3,1,2,1,390,,,2778.3538,2552.4856,3060.7666,3060.9131
4396,439601,23,2020,79,1,6,1,1,56,919,949,949,1985m8,1,173,248,248,1,2,13,10,3,1,1,1,1,120,1643.0134,1735.5516,1040.3053,1063.5721,1757.0942,2128.9954
4396,439602,23,2020,74,3,2,,,,,,,,,,,,,2,13,20,3,1,1,1,2,,1535.0037,1465.3953,1054.4058,1069.3445,1757.0942,1385.3612
5080,439603,23,2020,49,1,3,1,6,40,241,203,202,1994m10,1,316,312,312,1,3,13,10,3,1,1,2,1,750,0,0,2681.9214,2785.7256,79.472855,71.186562
7496,439605,23,2020,42,1,6,2,1,44,851,862,862,2009m5,4,141,241,241,2,2,13,10,3,1,1,2,1,1600,3391.4282,2947.3701,2605.8538,2620.5833,13.182041,26.365345
4397,439701,23,2020,52,1,3,1,1,48,452,411,411,2013m6,3,721,773,783,1,2,13,10,1,1,1,1,1,450,8194.3525,9620.1738,4308.0605,4490.0581,2224.6372,2441.1633
4397,439702,23,2020,50,1,3,1,4,48,862,872,872,2018m9,1,411,421,421,1,2,13,20,2,1,1,1,2,200,5776.8906,5611.6938,3020.5061,3183.2385,2224.6372,1791.9045
4397,439704,23,2020,23,3,4,,,,,,,,,,,,,1,13,12,1,1,1,1,1,,6344.2925,5698.0186,3142.1628,2938.0005,2224.6372,2441.1633
4398,439801,23,2020,61,1,3,1,,40,761,841,841,2020m3,2,914,941,941,1,2,13,10,1,1,1,1,1,150,4516.4722,5244.5146,2551.6797,2609.011,1648.1012,1666.7993
4398,439802,23,2020,54,1,3,1,3,40,862,872,872,2020m3,2,911,941,941,1,2,13,20,4,1,1,1,2,180,3699.7988,3319.3708,2191.1011,2243.3152,1648.1012,1629.5609
8003,439803,23,2020,29,2,3,,,,,,,,,,,,,1,1,10,1,3,1,2,1,,,,4609.3545,3850.407,1748.8792,1748.9629
7891,439804,23,2020,28,1,2,1,6,40,551,551,551,2018m10,1,421,441,441,1,1,1,10,1,1,1,2,1,250,1813.0664,1459.7937,1349.7333,1127.4946,1670.2368,1670.3168
4399,439901,23,2020,61,1,5,1,3,40,851,861,861,2018m8,1,312,312,312,1,2,13,10,1,1,1,1,1,300,5302.1636,5828.4546,2989.1104,3064.0461,1701.4336,1846.0421
