mem_no,gender,age,addr_no,join_date
144240,women,48,9016,2017-01-09
179386,man,56,9014,2016-04-02
185855,man,33,9008,2018-02-04
134772,man,30,9015,2012-09-20
176824,women,56,9001,2016-05-09
131779,man,52,9004,2011-11-21
183670,women,41,9001,2019-07-16
181393,women,55,9002,2012-10-17
171783,man,31,9016,2010-09-06
146456,man,27,9002,2016-11-16
147484,man,34,9003,2010-05-02
155182,women,32,9002,2015-11-05
161031,man,32,9004,2012-10-25
138453,women,21,9012,2010-10-24
139160,women,38,9012,2011-01-17
100225,man,50,9010,2019-02-20
153673,man,38,9009,2010-07-27
189204,man,40,9013,2019-05-06
182326,women,44,9015,2010-03-13
109111,man,37,9004,2017-04-09
135957,women,20,9003,2016-09-09
189755,women,56,9005,2020-01-16
180558,man,36,9005,2019-06-26
128533,man,36,9017,2010-10-28
177000,man,27,9003,2012-11-30
138411,women,38,9004,2018-06-04
143127,man,36,9006,2014-02-13
170096,women,34,9005,2014-12-31
186636,women,29,9011,2018-07-13
122333,man,23,9008,2012-10-14
131513,man,42,9012,2016-05-18
107362,man,38,9016,2013-03-18
166520,women,61,9017,2010-04-20
113249,man,45,9014,2016-09-13
134961,women,37,9005,2014-06-24
111956,women,23,9014,2017-03-31
181363,man,59,9001,2015-01-19
193264,man,25,9011,2014-11-06
105063,man,45,9002,2020-12-19
119478,women,42,9012,2020-11-19
168247,man,65,9002,2014-10-14
157062,women,37,9003,2020-07-26
173123,women,34,9005,2020-10-23
103873,man,29,9016,2012-01-21
142828,man,52,9003,2020-09-24
189767,man,28,9001,2018-07-16
141791,women,46,9017,2017-07-29
143996,man,22,9001,2012-07-08
100176,women,29,9008,2018-10-10
170905,women,65,9002,2014-01-26
139936,man,56,9004,2019-03-11
123306,man,49,9005,2019-11-12
126635,man,49,9002,2012-05-19
156991,women,65,9003,2015-09-27
118697,man,32,9011,2018-07-24
179072,women,29,9015,2014-12-22
153081,women,44,9012,2015-05-25
147431,man,37,9002,2012-10-06
153226,man,45,9007,2011-03-21
127302,man,32,9012,2018-03-30
101227,women,56,9010,2020-05-29
112138,man,55,9006,2017-05-28
186283,women,56,9010,2012-09-26
175180,women,29,9016,2017-10-27
130483,man,30,9015,2014-04-05
193840,man,46,9013,2014-05-30
165770,man,47,9007,2013-11-26
112841,women,30,9011,2012-05-16
139974,man,32,9013,2019-07-04
168306,women,57,9001,2014-08-10
135473,women,53,9017,2014-09-23
156079,man,60,9008,2019-12-01
105851,man,46,9006,2020-09-14
125382,man,49,9004,2011-03-13
180271,women,42,9013,2016-01-09
166680,man,35,9016,2020-05-14
119313,women,21,9003,2018-09-04
157524,women,62,9011,2010-11-05
135686,man,50,9016,2019-11-22
165353,man,29,9011,2015-09-18
117691,man,24,9014,2018-11-17
101693,women,34,9008,2015-04-25
115208,man,35,9002,2020-04-21
148114,women,49,9012,2019-02-28
189036,women,34,9004,2019-12-09
100481,man,47,9002,2019-09-18
183686,man,22,9005,2019-02-16
155856,man,37,9002,2016-01-22
182387,women,20,9004,2011-08-29
102832,man,37,9009,2020-11-20
191979,women,24,9003,2013-03-31
113009,women,45,9015,2012-05-10
168267,man,54,9007,2016-10-04
172318,man,38,9006,2010-12-29
125220,man,31,9003,2011-05-15
150720,women,48,9017,2019-09-07
187996,man,59,9009,2020-05-08
194232,women,26,9009,2017-04-06
105648,women,50,9007,2012-08-26
142119,man,20,9010,2018-03-11
164479,man,34,9002,2013-01-24
187065,man,49,9010,2014-04-11
173016,women,22,9008,2020-08-03
147734,man,40,9011,2018-08-09
164929,women,48,9007,2019-08-01
119735,women,39,9017,2020-01-04
166995,man,37,9005,2013-07-09
170673,man,33,9002,2013-04-23
177504,man,40,9005,2013-03-01
106207,women,44,9001,2019-04-03
191648,women,31,9006,2015-06-22
105912,women,30,9015,2016-03-17
180669,man,59,9016,2013-08-06
193306,man,64,9009,2010-07-17
120440,man,53,9010,2015-04-07
160406,women,23,9005,2017-03-13
165341,man,56,9006,2019-12-17
123728,women,36,9008,2013-05-10
132298,women,25,9009,2017-08-24
110473,man,53,9015,2020-08-17
169674,man,30,9005,2019-12-18
152530,man,59,9003,2018-11-08
196804,women,40,9006,2015-04-25
108235,man,28,9011,2019-02-22
110288,women,36,9003,2015-05-25
197779,women,41,9006,2019-05-07
146825,man,38,9008,2013-12-27
133304,man,65,9012,2019-07-04
160334,man,34,9013,2017-06-04
130512,women,62,9017,2019-08-03
146386,man,47,9012,2020-12-29
159669,women,32,9006,2017-08-14
179206,women,61,9014,2011-02-04
199244,man,60,9007,2012-09-05
109743,man,25,9005,2020-06-02
159389,man,43,9002,2019-02-08
176496,women,52,9006,2016-07-26
141406,man,33,9007,2013-06-05
152577,women,56,9011,2011-06-21
135311,women,35,9013,2019-02-15
139969,man,51,9010,2019-12-23
177166,man,48,9009,2016-12-11
131777,man,46,9012,2010-09-18
184977,women,28,9008,2012-07-17
131559,man,47,9004,2013-06-23
156400,women,33,9014,2011-08-20
188902,women,60,9007,2012-11-09
127507,man,62,9009,2013-10-07
125811,man,61,9010,2010-04-02
126996,man,44,9016,2018-09-24
186031,women,22,9007,2012-03-05
167741,man,28,9014,2013-05-14
129964,women,51,9016,2014-03-18
191536,women,54,9004,2013-01-31
123373,man,40,9003,2012-05-19
177719,man,41,9007,2017-07-02
166153,man,62,9003,2015-12-23
163764,women,44,9015,2020-06-21
156017,man,65,9010,2011-07-03
190007,women,32,9014,2019-06-25
190188,women,38,9014,2018-04-15
104552,man,40,9016,2010-06-13
177758,man,50,9017,2014-09-07
167898,man,24,9013,2011-11-06
154005,women,55,9017,2016-02-20
192722,man,64,9016,2019-07-12
148684,women,51,9012,2010-02-25
135618,women,40,9012,2018-12-01
176475,man,24,9015,2020-01-09
143868,man,63,9011,2010-07-18
191582,man,49,9010,2019-07-26
191114,women,23,9016,2014-12-23
182179,man,28,9003,2011-06-17
123917,women,43,9016,2016-12-17
136774,women,26,9010,2013-02-21
167066,man,28,9010,2017-07-04
105019,man,26,9007,2010-08-14
192094,man,33,9001,2020-06-21
188630,women,42,9007,2016-12-01
116994,man,23,9001,2017-08-05
114131,women,53,9015,2019-04-19
169175,women,41,9014,2010-01-24
132383,man,30,9003,2017-07-26
187168,man,30,9001,2019-12-30
192762,man,26,9004,2019-03-13
148623,women,25,9006,2018-10-10
173765,man,29,9005,2017-02-18
153096,women,44,9009,2017-08-07
153620,women,61,9003,2010-02-17
149536,man,20,9016,2017-10-17
139352,man,50,9017,2013-10-27
186033,man,24,9012,2020-07-12
164406,women,59,9004,2014-01-08
182264,man,48,9014,2014-03-17
100459,women,42,9007,2012-07-01
143040,women,60,9015,2017-12-13
160310,man,29,9008,2013-08-30
175879,man,63,9015,2012-09-08
190079,man,49,9011,2020-07-06
169382,women,27,9011,2010-10-26
171497,man,40,9004,2010-11-11
172936,women,47,9003,2010-11-27
120773,women,38,9017,2012-10-17
112030,man,58,9012,2018-10-21
133538,man,59,9013,2013-08-21
120231,man,30,9008,2019-07-27
170473,women,59,9015,2016-10-14
196224,man,57,9003,2016-04-30
159716,women,22,9010,2019-12-21
187298,women,43,9012,2020-12-02
165806,man,47,9003,2020-07-05
189546,man,62,9014,2010-01-05
110587,man,24,9003,2012-06-27
101435,women,39,9013,2010-09-09
131846,man,34,9017,2018-07-20
128659,women,62,9007,2018-12-21
178796,women,24,9007,2017-03-09
142804,man,26,9014,2019-08-15
162895,man,30,9016,2018-05-03
152862,man,44,9005,2016-05-09
167033,women,41,9005,2010-10-09
115080,women,54,9017,2010-11-23
151003,women,51,9008,2013-01-24
156069,man,59,9004,2018-05-11
131481,man,46,9013,2010-10-16
183134,man,21,9016,2020-01-27
155544,women,20,9009,2017-02-18
102128,man,28,9010,2019-04-13
191685,women,46,9004,2014-10-17
135988,women,39,9010,2019-04-04
148703,man,65,9017,2018-04-25
142725,man,36,9014,2019-09-06
139875,man,20,9013,2019-10-22
132719,women,35,9007,2020-07-03
183914,man,53,9012,2016-05-11
166614,women,32,9011,2020-09-06
114207,women,32,9015,2015-06-09
112526,man,49,9007,2010-11-26
168389,man,58,9004,2012-02-03
172088,man,26,9010,2019-07-15
178677,women,31,9012,2012-10-31
154334,man,63,9006,2012-08-07
101673,women,60,9005,2013-09-12
125744,women,52,9001,2014-01-29
133930,man,48,9002,2011-04-08
114767,man,55,9012,2018-12-08
133574,man,43,9009,2018-06-30
165430,women,49,9005,2017-11-17
164433,man,63,9010,2020-03-14
135855,women,20,9002,2018-02-10
128600,women,30,9016,2020-07-23
172253,man,56,9002,2018-07-25
108787,man,24,9007,2015-12-04
112765,man,56,9013,2013-05-13
179781,women,54,9011,2019-08-27
144557,man,59,9017,2013-05-21
163121,women,41,9006,2014-09-19
161188,women,23,9010,2010-03-09
143818,man,28,9007,2011-09-17
130362,man,35,9010,2014-09-28
134052,man,51,9013,2011-07-01
135615,women,22,9005,2020-08-15
157077,man,64,9013,2015-11-13
146288,women,65,9007,2015-07-10
147664,women,51,9013,2014-06-14
185731,man,49,9013,2013-05-06
190503,man,41,9017,2011-07-07
167237,man,42,9015,2017-12-10
107634,women,46,9001,2020-07-20
169291,man,26,9003,2014-06-12
102564,women,61,9011,2016-01-30
191355,women,29,9003,2012-05-01
159536,man,30,9012,2012-11-07
172280,man,49,9010,2019-08-22
179991,man,55,9004,2020-12-12
102760,women,42,9016,2012-07-20
198417,man,49,9015,2010-07-11
103246,women,21,9010,2011-12-13
161656,women,62,9004,2010-10-07
174951,man,56,9014,2016-10-01
134210,man,36,9013,2020-06-01
128351,man,56,9014,2013-09-10
182952,women,58,9010,2014-05-22
100458,man,56,9016,2011-12-06
128492,women,54,9015,2019-10-25
199344,women,27,9017,2020-06-21
126146,man,21,9006,2019-08-09
147671,man,51,9002,2013-12-28
102538,man,21,9011,2017-09-03
116368,women,37,9011,2013-01-07
150974,man,65,9001,2020-08-15
177875,women,57,9014,2016-05-08
101696,women,53,9007,2014-01-12
108132,man,21,9015,2018-08-08
126640,man,29,9005,2016-07-13
180754,man,57,9003,2011-12-09
179711,women,23,9016,2020-02-21
100525,man,29,9006,2018-03-01
184497,women,21,9006,2011-06-19
138289,women,61,9001,2011-01-21
118303,man,37,9006,2015-06-16
140683,man,35,9013,2019-05-31
189996,man,51,9002,2010-05-21
153233,women,44,9003,2012-03-20
171285,man,21,9005,2013-07-31
146607,women,33,9009,2013-05-16
160356,women,47,9009,2010-03-23
102084,man,26,9011,2020-07-13
130531,man,20,9014,2015-01-26
102981,man,57,9017,2017-05-07
130662,women,39,9005,2016-08-13
122401,man,58,9007,2010-08-24
134805,women,34,9015,2020-03-09
124895,women,45,9011,2017-10-02
134870,man,38,9005,2017-08-29
170109,man,63,9006,2012-08-02
162485,man,40,9007,2011-05-30
185975,women,48,9015,2012-01-05
180323,man,49,9012,2016-10-23
166531,women,59,9005,2012-03-16
117948,women,34,9007,2011-03-03
185956,man,20,9011,2014-04-05
190730,man,45,9001,2011-05-04
134937,man,56,9007,2012-08-27
100342,women,42,9008,2010-12-12
130689,man,25,9016,2016-03-17
118005,women,49,9015,2016-10-08
167532,women,52,9005,2012-10-01
109608,man,40,9003,2015-05-05
162015,man,31,9005,2010-10-10
114409,man,29,9014,2018-03-25
152370,women,53,9014,2018-08-16
131552,women,41,9006,2015-12-28
110627,women,48,9015,2016-11-02
190906,man,55,9013,2020-06-29
152362,man,43,9008,2019-10-07
162738,man,54,9016,2020-10-11
179227,women,60,9010,2018-12-14
105099,man,25,9017,2019-11-26
196229,women,51,9017,2016-11-11
133539,women,64,9016,2018-03-04
137134,man,44,9008,2012-03-25
169092,man,53,9014,2012-07-19
193515,man,52,9007,2010-09-18
185451,women,53,9011,2017-03-14
181599,man,25,9016,2018-09-17
168709,women,57,9001,2020-09-15
108497,women,52,9017,2019-10-20
185156,man,43,9003,2017-05-18
106938,man,46,9008,2018-02-07
135069,man,21,9010,2018-03-16
110888,women,64,9006,2020-02-21
178019,man,20,9005,2016-04-23
137936,women,49,9014,2011-05-08
107186,women,65,9004,2020-08-22
127847,man,43,9006,2020-11-04
169616,man,39,9009,2017-03-08
159452,man,56,9009,2016-10-15
154019,women,26,9015,2010-12-27
168834,man,20,9012,2020-04-02
169778,women,60,9008,2010-06-04
123206,women,41,9012,2017-09-09
181293,man,35,9009,2019-07-02
115035,man,49,9017,2017-10-25
156472,man,58,9002,2015-08-28
160774,women,48,9006,2018-05-16
167026,man,65,9014,2013-08-31
111071,women,56,9014,2016-05-04
197767,women,40,9005,2017-09-25
178406,man,65,9012,2015-07-03
175150,man,49,9015,2020-04-14
177835,man,21,9013,2011-03-04
190497,women,41,9004,2012-11-23
107647,man,43,9011,2019-05-25
162755,women,49,9008,2013-05-03
124458,women,48,9003,2016-06-20
109950,man,29,9011,2011-02-07
154684,man,55,9011,2013-02-12
134604,man,60,9008,2018-05-01
138967,women,62,9016,2017-02-16
113042,man,36,9014,2010-10-11
111312,women,33,9016,2011-05-18
121639,women,27,9013,2019-08-17
193789,man,53,9008,2010-04-27
138958,man,47,9004,2014-12-28
189620,man,25,9012,2018-03-13
156916,women,48,9010,2010-05-16
141923,man,42,9003,2017-07-13
174205,women,21,9003,2011-09-01
146869,women,25,9003,2019-10-11
185595,man,43,9012,2013-08-11
159473,man,51,9015,2013-08-25
134509,man,35,9015,2017-05-25
159874,women,28,9002,2016-03-02
194912,man,29,9003,2016-03-05
119822,women,20,9006,2020-11-25
142218,women,41,9002,2014-05-02
167357,man,38,9012,2016-08-27
155094,man,43,9011,2017-03-05
129035,man,57,9009,2017-03-24
183117,women,48,9014,2013-01-07
192959,man,53,9001,2012-03-24
173129,women,65,9011,2011-06-17
177367,women,37,9015,2011-10-17
168211,man,39,9003,2020-10-24
164513,man,65,9004,2011-06-04
199070,man,26,9013,2013-09-27
121586,women,46,9002,2010-04-15
121633,man,48,9007,2017-08-09
111242,women,34,9017,2017-05-24
149178,women,20,9003,2015-10-13
165195,man,27,9002,2014-06-19
155351,man,36,9002,2010-06-30
108134,man,35,9014,2015-03-17
191327,women,31,9006,2020-06-21
132974,man,21,9005,2010-12-22
169698,women,34,9009,2012-04-25
169620,women,52,9016,2019-07-26
150766,man,51,9016,2017-12-17
174529,man,60,9011,2015-04-17
161373,man,65,9010,2019-06-29
129706,women,32,9009,2014-12-06
151014,man,57,9010,2012-06-07
156764,women,26,9011,2010-05-09
109822,women,63,9009,2014-10-18
116708,man,22,9014,2013-08-24
130726,man,45,9015,2017-03-23
191997,man,32,9006,2016-09-16
185086,women,40,9010,2012-12-05
141167,man,34,9016,2012-11-07
138711,women,47,9009,2018-08-16
193184,women,51,9011,2015-11-08
138886,man,38,9010,2014-01-23
156613,man,42,9002,2015-06-01
189623,man,33,9010,2014-04-06
150252,women,62,9012,2020-08-23
142794,man,50,9007,2017-02-06
148471,women,60,9005,2011-07-07
106055,women,31,9017,2020-01-21
133217,man,58,9003,2015-09-29
139322,man,36,9015,2016-01-21
198331,man,44,9016,2017-06-22
115852,women,23,9004,2012-07-18
198392,man,54,9016,2018-11-07
141090,women,64,9001,2013-10-19
179563,women,30,9016,2012-11-27
131788,man,26,9017,2013-04-24
109086,man,23,9015,2015-09-29
134034,man,60,9006,2012-07-23
143689,women,41,9003,2015-02-17
134487,man,57,9008,2017-11-12
165387,women,50,9012,2019-08-23
114146,women,49,9017,2014-12-05
146465,man,40,9006,2017-11-16
122132,man,60,9006,2019-10-27
142303,man,35,9001,2010-11-14
198096,women,48,9002,2016-03-05
175167,man,52,9011,2018-09-12
143482,man,25,9005,2011-12-28
108976,women,50,9010,2019-11-10
197909,women,36,9014,2010-03-14
171226,man,52,9001,2015-08-27
155847,man,47,9002,2010-10-03
116001,man,36,9002,2014-02-24
117643,women,39,9014,2013-03-16
157268,man,31,9005,2017-07-18
151917,women,21,9009,2011-03-13
131718,women,42,9016,2010-10-07
195280,man,23,9003,2010-09-03
174374,man,59,9007,2017-02-01
140454,man,51,9016,2011-03-24
180544,women,40,9001,2011-02-09
194104,man,58,9015,2019-02-09
123536,women,26,9006,2010-05-12
193485,women,42,9017,2020-09-16
152620,man,44,9008,2010-03-11
185724,man,21,9003,2017-04-29
124670,man,63,9002,2011-03-02
110991,women,23,9007,2010-05-31
106953,man,62,9003,2017-08-16
173764,women,62,9009,2016-07-25
158978,women,40,9005,2018-09-06
192286,man,59,9016,2015-07-04
174693,man,26,9007,2013-02-11
171737,man,56,9005,2010-08-30
109098,women,32,9014,2018-06-30
180637,man,50,9014,2020-07-21
133463,women,46,9006,2011-08-10
159536,women,65,9015,2018-09-30
109154,man,43,9017,2010-12-22
189636,man,32,9009,2019-04-22
115663,man,26,9002,2011-11-26
105237,women,24,9010,2014-08-26
142621,man,34,9012,2020-05-06
192864,women,54,9007,2013-03-07
153168,women,37,9017,2012-02-12
152145,man,50,9017,2019-03-29
195292,man,34,9015,2015-09-22
151370,man,53,9017,2017-05-01
173626,women,59,9012,2016-03-23
108942,man,32,9012,2020-01-25
155096,women,31,9014,2012-08-27
186407,women,61,9007,2017-09-08
190092,man,64,9008,2014-07-16
125196,man,65,9003,2011-06-16
111961,man,20,9012,2020-10-10
144282,women,38,9007,2010-04-18
129435,man,44,9011,2015-07-09
166554,women,58,9017,2020-08-09
193514,women,29,9015,2013-10-28
165259,man,51,9006,2017-04-01
155115,man,57,9013,2013-01-30
160151,man,28,9001,2015-12-20
162514,women,36,9015,2016-01-25
165347,man,64,9017,2017-08-04
148738,women,55,9013,2015-10-24
128680,women,49,9016,2014-10-27
113114,man,52,9010,2019-08-29
154528,man,51,9013,2017-12-21
129896,man,25,9007,2013-10-24
191890,women,36,9001,2010-02-17
103454,man,27,9002,2019-01-31
106491,women,52,9011,2010-04-20
194103,women,41,9014,2018-06-14
164032,man,26,9007,2015-03-01
171689,man,38,9007,2018-07-20
108159,man,31,9004,2014-11-17
197024,women,31,9001,2013-09-22
167372,man,26,9007,2020-10-06
197953,women,53,9013,2017-11-30
131752,women,59,9008,2013-02-22
194695,man,37,9011,2017-10-29
192817,man,22,9016,2013-08-31
105698,man,40,9006,2019-10-30
137966,women,48,9003,2016-07-16
149933,man,58,9004,2019-07-29
160736,women,60,9013,2015-12-26
129045,women,58,9015,2019-07-19
155893,man,43,9006,2012-05-05
122036,man,64,9008,2011-03-16
134072,man,55,9005,2017-10-01
145738,women,62,9014,2017-02-02
179371,man,23,9014,2020-07-03
194596,women,34,9015,2012-02-13
136580,women,61,9013,2010-11-15
125018,women,36,9010,2020-11-08
194479,women,53,9012,2018-04-07
120394,women,55,9009,2016-08-14
140622,man,63,9014,2019-01-25
106080,man,24,9011,2015-01-26
173846,man,25,9004,2020-06-08
181022,man,37,9016,2016-07-08
164840,man,47,9012,2017-07-11
129995,man,65,9013,2019-11-27
164512,man,47,9002,2020-11-08
114132,man,23,9004,2017-08-09
156073,man,29,9014,2011-05-01
161454,man,46,9006,2012-01-08
189580,women,36,9014,2014-04-01
189454,women,62,9012,2014-12-16
193111,women,38,9007,2012-11-07
105743,women,38,9006,2015-08-28
116985,women,60,9007,2015-08-14
122744,man,36,9007,2017-12-24
187765,man,59,9009,2011-01-06
193214,man,45,9003,2014-10-06
161282,man,42,9016,2013-09-13
100855,man,20,9002,2013-08-20
186681,women,52,9016,2019-04-13
178549,women,46,9003,2010-01-20
188997,women,63,9012,2010-02-17
127080,women,60,9007,2016-02-23
103192,women,27,9008,2016-02-29
137575,man,51,9009,2010-12-01
128952,man,23,9006,2010-06-19
164680,man,50,9003,2010-04-08
102120,man,24,9007,2012-02-15
147803,man,21,9001,2012-07-04
122003,man,60,9014,2013-02-07
114044,man,52,9005,2018-03-28
100613,man,33,9009,2016-09-27
135176,man,49,9012,2020-04-29
102262,man,65,9010,2015-04-20
106557,women,45,9008,2016-10-26
109089,man,64,9017,2012-02-09
149406,women,54,9010,2013-05-29
194047,man,58,9013,2014-05-27
183027,women,42,9005,2018-06-17
176138,man,28,9003,2019-01-20
105643,women,44,9014,2010-05-06
133676,man,45,9013,2014-12-14
195647,women,47,9011,2018-04-11
143274,man,59,9014,2012-12-22
140358,man,31,9017,2014-03-02
138744,man,47,9014,2012-04-09
123784,man,51,9012,2013-09-09
118002,man,47,9015,2015-12-04
126725,man,49,9017,2018-09-24
184695,women,54,9008,2017-02-15
119722,women,39,9002,2015-03-16
198697,women,60,9010,2011-05-25
193791,women,26,9017,2010-03-13
102426,women,23,9009,2011-05-06
195883,women,36,9002,2016-11-16
177998,women,58,9013,2015-11-08
151382,women,34,9006,2015-10-30
170582,man,43,9016,2015-01-04
193984,women,63,9001,2010-09-10
113724,man,57,9004,2017-07-18
115745,man,51,9011,2011-05-01
187725,women,49,9012,2016-04-22
143776,women,30,9005,2010-06-27
183326,man,65,9008,2010-09-15
109467,man,43,9001,2020-01-25
187378,man,31,9001,2011-01-31
191595,women,26,9001,2012-11-16
142496,man,62,9010,2015-07-19
191526,women,51,9017,2015-01-14
152616,women,47,9007,2016-12-17
145655,man,58,9017,2015-11-19
151336,man,49,9015,2017-12-02
143777,man,61,9015,2017-11-15
159989,women,49,9017,2017-08-30
166719,man,43,9007,2013-02-24
107555,women,48,9016,2014-10-23
194780,women,49,9007,2018-10-18
123548,man,43,9010,2015-04-07
192039,man,44,9010,2020-11-03
113685,man,25,9011,2019-06-23
181890,women,31,9005,2011-07-18
164264,man,42,9013,2018-09-27
162299,women,38,9016,2014-10-27
143413,women,46,9008,2020-10-07
148052,man,53,9010,2018-01-24
175325,man,63,9013,2011-07-02
117109,man,23,9004,2019-03-21
108751,women,41,9017,2017-08-19
136925,man,53,9001,2011-10-01
111682,women,45,9013,2016-05-15
179313,women,59,9014,2013-10-23
169595,man,22,9002,2018-10-01
176179,man,54,9004,2017-03-23
170048,man,48,9008,2010-07-19
185992,women,31,9004,2014-07-05
195789,man,28,9007,2017-03-08
122482,women,30,9012,2018-08-12
176344,women,39,9005,2014-05-26
112608,man,23,9009,2012-01-09
122966,man,30,9006,2013-12-17
126528,man,29,9004,2017-02-18
129947,women,62,9011,2010-04-07
109400,man,55,9014,2019-07-30
165685,women,39,9001,2015-05-31
155498,women,42,9013,2013-08-17
162641,man,39,9015,2010-04-06
185519,man,32,9009,2010-03-31
121528,man,31,9014,2018-02-21
119905,women,45,9002,2019-01-07
129693,man,34,9006,2018-05-04
138268,women,65,9016,2017-06-01
151122,women,45,9004,2017-05-11
149074,man,36,9015,2016-11-28
188739,man,63,9001,2015-07-02
187108,man,24,9005,2017-12-27
154797,women,27,9001,2014-04-05
147602,man,62,9009,2014-05-23
161572,women,45,9004,2016-07-23
131713,women,32,9017,2016-10-07
161586,man,34,9005,2016-04-17
111859,man,21,9006,2014-07-18
170449,man,35,9014,2011-01-30
163454,women,30,9013,2014-02-08
115403,man,51,9006,2011-05-11
143088,women,56,9016,2017-09-22
167448,women,44,9015,2013-05-20
177782,man,29,9007,2015-12-07
105507,man,49,9016,2020-04-28
131479,man,53,9015,2015-03-11
185947,women,39,9002,2016-03-07
181959,man,36,9015,2013-11-04
142522,women,48,9012,2013-11-12
140593,women,58,9010,2012-04-07
106979,man,31,9004,2019-06-05
143098,man,31,9015,2013-05-25
153786,man,32,9017,2014-05-31
190003,women,54,9009,2017-05-21
105436,man,33,9017,2018-08-26
133368,women,27,9001,2011-07-21
181895,women,39,9007,2017-06-12
198506,man,39,9011,2017-10-13
182240,man,60,9015,2010-03-08
184620,man,28,9005,2013-03-19
121849,women,33,9002,2011-08-05
141902,man,47,9014,2010-01-16
124262,women,53,9001,2016-07-20
161911,women,40,9003,2011-11-24
172536,women,33,9005,2011-12-30
173730,women,62,9014,2015-02-20
136444,women,44,9009,2011-04-01
136082,man,23,9007,2013-04-30
189581,man,41,9001,2011-02-23
120140,man,37,9017,2013-10-02
118035,man,42,9002,2012-12-03
118393,man,49,9003,2015-03-08
112443,man,64,9012,2011-10-17
186835,man,49,9008,2018-06-21
112378,man,56,9005,2018-12-03
165467,man,49,9014,2011-06-26
180740,man,29,9005,2011-06-02
130145,women,21,9012,2013-07-05
149175,women,26,9011,2011-12-21
103647,women,42,9014,2020-06-27
186239,women,41,9009,2012-10-03
119846,women,25,9001,2014-01-01
103109,man,53,9013,2016-07-06
197412,man,38,9010,2020-05-06
194310,man,43,9009,2011-08-14
113220,man,41,9014,2019-05-19
192363,man,22,9002,2010-09-10
174555,women,24,9002,2010-02-01
153060,women,45,9011,2016-11-08
150835,women,57,9001,2020-11-28
175794,women,35,9010,2013-09-24
190076,women,56,9006,2015-08-31
105071,man,32,9015,2019-12-15
120994,man,29,9012,2014-03-18
130096,man,41,9016,2013-04-11
193212,man,33,9011,2010-09-18
127225,man,62,9010,2014-04-05
189633,man,34,9007,2015-08-19
123265,man,38,9003,2011-09-08
113409,man,56,9014,2017-01-15
114103,man,27,9006,2014-11-21
185016,man,47,9002,2011-09-18
147418,women,61,9001,2011-03-12
199559,man,38,9011,2014-09-16
154089,women,23,9012,2016-04-08
119707,man,28,9002,2015-05-07
180257,women,43,9006,2013-11-11
136644,man,48,9003,2013-05-16
175317,women,22,9004,2019-12-12
167761,man,44,9008,2013-10-28
137246,women,30,9011,2010-11-08
157344,man,28,9013,2019-03-28
154769,man,57,9016,2020-08-10
153995,man,37,9013,2019-06-08
132182,man,36,9009,2018-09-04
103800,man,60,9010,2014-05-18
146583,man,27,9009,2010-02-25
190288,women,64,9002,2014-10-23
121430,women,54,9009,2015-05-27
178232,women,49,9017,2019-12-23
108459,women,41,9008,2013-05-17
148068,women,32,9007,2015-10-15
181635,women,61,9011,2018-06-10
160085,women,60,9014,2016-12-07
175738,women,36,9017,2011-11-16
155855,man,21,9002,2018-12-16
110312,man,20,9012,2020-03-11
180232,man,54,9007,2015-09-16
150858,women,61,9014,2018-05-02
117220,man,30,9001,2013-02-10
158850,women,56,9010,2016-02-25
134968,women,40,9016,2012-11-28
164823,man,26,9017,2020-12-24
106582,man,65,9013,2015-11-13
123561,man,43,9015,2010-06-14
152014,women,62,9009,2011-09-25
199371,man,20,9016,2013-06-14
146381,women,25,9013,2011-09-13
124326,women,27,9001,2018-07-25
158873,man,57,9014,2011-03-21
121753,man,50,9007,2012-06-18
192367,man,30,9002,2014-09-21
184267,women,44,9015,2017-12-30
124463,man,35,9007,2018-10-18
155631,man,56,9009,2012-08-18
187844,women,22,9004,2020-04-30
160114,women,31,9008,2012-10-27
146209,man,38,9013,2016-12-06
125926,women,22,9003,2013-07-09
157757,women,35,9017,2019-07-15
128515,man,39,9016,2014-01-21
190396,man,47,9009,2010-11-21
135878,man,37,9011,2015-08-03
165616,women,23,9011,2016-03-04
183756,man,59,9003,2018-05-21
196420,women,46,9013,2011-11-12
179779,women,43,9009,2015-08-20
112739,man,38,9011,2012-11-20
167801,man,24,9009,2014-09-18
137716,women,27,9001,2018-10-31
163649,man,42,9013,2017-02-12
175578,man,42,9008,2011-08-01
168861,man,65,9013,2010-11-03
129426,women,35,9008,2019-01-21
180553,man,23,9011,2013-09-06
147086,women,60,9001,2016-07-01
168566,women,23,9009,2018-03-31
159817,man,25,9017,2014-12-25
124155,man,46,9009,2015-03-14
130364,man,57,9001,2010-12-23
142431,women,33,9011,2013-06-28
137361,man,35,9014,2020-01-14
158550,women,33,9015,2011-05-27
103057,women,26,9014,2010-12-11
155490,women,39,9009,2011-05-12
108751,man,53,9010,2011-02-23
165078,man,30,9011,2010-11-25
127004,man,46,9005,2012-12-30
163719,women,64,9003,2012-05-27
149638,man,37,9014,2018-06-30
171471,women,38,9015,2010-07-30
139739,women,61,9005,2018-06-16
162355,man,58,9011,2010-03-17
173945,man,42,9017,2010-10-22
178553,man,59,9017,2017-05-28
137522,women,62,9005,2019-09-19
145999,man,22,9006,2016-07-24
149947,women,47,9014,2013-10-09
167768,women,39,9009,2010-05-25
126016,women,25,9016,2014-03-20
